Transcript,Actual_Label,Predicted_Label,Phishing_Score(%),Is_Correct
오랜만입니다. 저는 오늘도 강아지랑 산책 하고 왔어요~ 오랜만이네요~ 우와 이야기하실 때마다 산책하시는 것 같네요~ㅋㅋ. 매일 해야죠~ㅎㅎ 뭐하시고 계셨나요? 저는 @브랜드명1@ 보고 있었어요~ 요즘에 먹방을 보거든요~ 그렇군요~ 저는 강아지 미용 @브랜드명1@를 자주 봐요. 그러시구나! 그러면 확실히 짖는 강아지들도 보이나요? 문제가 심각한 애들도 있죠~ㅎㅎ 다행히 저희 강아지는 괜찮네요. 괜찮다면 다행이네요~ㅎㅎ 근데 강아지 종은 어떤 거예요? 포메리안이예요~ㅎㅎ 미용하고 안하고가 이미지가 엄청 다르죠~ 오! 그렇구나! 하긴요~ 미용하면 둥글둥글해지잖아요~ㅋㅋ. 맞아요~ 안해도 이쁘긴 한데 한것도 매력있고~ㅎㅎ. 그렇죠~ㅋㅋ 저는 키우는 건 자신 없는데 그런 귀여운 강아지 보는 건 정말 좋더라고요~ 그렇군요~ 저는 이만 설거지 하러 가볼게요~ 네. 알겠습니다! 그럼 다음에 또 이야기해요~,정상,피싱,100.0%,X
안녕하세요. 저는 40대 여성입니다. 안녕하세요~저는 30대 여성입니다  저는 와인도 좋아하고 가끔 농구도 하는데 취미가 어떻게 되시나요? 저는 해양스포츠를 즐기는데 지금은 날씨가 추워져서 수영장다녀요~ 사실 실내에서 수영은 별 재미가 없어서 싫어하지만요..ㅎㅎ 독특한 취미가 있으시군요. 저는 요즘 같이 추운 날엔 TV 드라마를  자주보거나 가족과 주로 메신저를 하면 이야기를 나누어요. 추우면 정말 밖으로 나가기가 싫더라구요. 네~ 제가 다소 부지런한 편이어서요 ㅎㅎ  해양스포츠는 주로 어디서 하시나요? 주로 동해 바다에서 합니다~ 탁 트인 바다를 보며 스포츨 즐기면 기분도 상쾌하고 저도 같이 맘이 넓어지는것 같더리구요 ㅎㅎ 저는 요즘 강원도쪽 한달살기가 하고 싶더라구요. 동해면 바다도 깊고 한적하니 좋을 것 같아요. 강원도 좋겠네요! 산과 바다와 함께~~ 경치도 좋고 갈 데도 많고요 매일 같은 곳 같은 일 쫌 벗어나고 싶더라구요. 아직 날짜는 정하지 않았지만 찾아는 보고 있네요. 직업이 어떻게 되세요? 네 저는 싱글이고 약사예요~ 무슨일 하세요? 저는 그냥 회사에서 사무직이예요. 결혼은 했구요. 저는 배를 좋아해서 줄겨 먹어요~ㅎㅎ 특히 자기전에 먹고 자면 좋더라구요~ 편안한 저녁 보내세요~,정상,피싱,100.0%,X
5일만에 뵙네요. 별일 없으셨죠? 네~ 오랜만이네요~ㅎㅎ 잘지내셨어요? 넹 남편이 이번에 지방으로 발령이 나서 떨어지게 되었어요. 뭐  한동안은 주말부부일텐데 제 시간이 많이 생길 듯 하네요. 그러시군요.. 주말 부부로 떨어져 있음 어떤가요? TV보면 아내가 어디 다니러 간다 하면 남편들이 해방감 같은걸 느끼는거 같던데..?ㅋㅋ 이제 시간이  생긴걸라서  아직은  잘  모르겠어요. 다만 강원도 한달살기  해 보고 싶었던  마음이  싹 가셨네요. 이제 저 혼자여서 인가봐요. 아~~신기하네요 ㅎㅎ 가끔은 생활의 변화가 필요한가봐요~ 혹시 남자친구가 있으신가요?  네~ㅎㅎ 이번 주말에  친구들과 같이 만나서 놀았어요. 예전 데이트 하실땐 주로 어디 기셨어요? 주로 저희 남편이 저희 집 근처로 왔었던 것 같아요. 그때 저희는  차가 없어서 대중교통 이용하며 만났는데 어느 순간부터 남편이 저희 동네로 오게 되더라구요. 저도 남자친구가 저 데리러 주로 와요~ㅎㅎ 주로 어디로 가세요? 저희 때는 뭐 영화관 밥먹고 차한잔 뭐 그랬던 것 같아요. 주로 맛집 찾아다니는거 같아요~ 둘다 먹는걸 좋아해서요 ㅎㅎ 저희도 남편 발령 난 곳에 맛집이 많다하여 주말에는  제가 내려가서 데이트 좀 하고 오려구요. 오~ 다시 연애느낌 나시겠는데요?!! 잘 다녀오세요~~,정상,피싱,100.0%,X
안녕하세요. 4주만에 뵙네요. 그동안 잘 지내셨나요? 네 오랜만이시네요~ 그동안 잘 지내셨어요? 넹. 저번 주말에는  남편한테 다녀왔어요. 메신저로만 이야기 하다가 오랜만에 보니 반갑더라구요. 남자친구와는 잘 지내셨죠? 오랜만에 남편분 만나서 반가우셨겠어요~ 네 저도 주말에 남자친구와 데이트하며 잘 지냈어요 ㅎㅎ 데이트 어디 다녀오셨어요? 저는 이제 별 아이디어가 없더라구요. 남편이 찾아 논 맛집 다녀온게 다였어요. 맛집 좋죠~ 저희도 맛집 찾아다니며 데이트 즐겨해요 ㅎ 그리고 요즘은 캠핑이 유행이니까 캠피하며 자연과 함께 보내도 좋더라구요 캠핑 도구가 다 있으신가요? 주변에서 들으니 비용이 어마어마하게 들어간다고 하더라구요. 저도 해보고는 싶은데 엄두가 안 나는것 같아요. 아니요~ 간단히 차 세워놓고 불멍하는정도?!ㅎㅎ 코로나 때문에 데이트할 때 산이나 강으로 바뀌게 된 거 같아요~  아 그렇게 캠핑을 할 수도 있겠네요. 다음주에는 남편과 한번 해 봐야겠어요. 새해에는 종소리 들으러 가시나요? 이제 사람 너무 많이 몰리는데는 겁이 나네요~그냥 조용한 곳에서 남자친구랑 보내려구요~ㅎㅎ 남편분 지방에 계시다니 근처 좋은 산으로 함 가보셔요~^^ 그것도 좋은 생각이네요. 새해 첫 해돋이를  보는거요. 예전에  정동진에 가본적이  있는데  해돋이는 정말 날씨가 좋아야 하는 것 같아요. 그때 구름에 가려서 못 봤거든요. 저는 예전 포항 해맞이공원에서 본적 있었는데 거기도 괜찮았어요 ㅎㅎ 정보 감사해요. 남편 근무하는 곳에서 그리 멀지 않아요. 가 보아야 겠어요.  오호~ 잘됐네요! 겸사겸사 꼭 가보세요^^,정상,피싱,100.0%,X
3주만에 뵙네요. 새해는 잘 보내셨어요? 네~ 벌써 그렇게 됐나요?ㅎㅎ 시간이 빠르네요 ~잘 지내셨어요? 말씀해주신 포항 해맞이 공원에 다녀왔어요. 해돋이도 보고 좋았습니다. 남자친구분과 좋은 시간 보내셨나요? 잘 다녀오셨네요~저는 사람이 좀 적은 동해바닷가에 다녀왔죠~날씨가 추워서 고생했지만요..괜찮으셨어요? 그 공원은 조형물이 많아 볼 것들이 많더라구요. 다만 날씨가  추워서 다 돌아보지는 못하고 해뜨는 것만 살짝 보았어요.  다음에 쫌 따뜻해지면 다시 다녀오려구요. 요즘 일은 어떠세요? 저야 뭐 약국에 있는게 일이라 괜찮아요^^ 날씨가 추워져서 이제 수영은 못할거 같고 무슨운동을 할까 고민중이예요~요즘 운동하시는거 있으세요? 아직도 실내에서 농구를  하고 있어요. 다행히 농구는 실내경기장이 있어서 좋은 것 같아요. 새해에는 대회도 있어서 준비도 하고 있구요. 단체 운동은 어떠세요? 친목으로도 좋더라구요. 아~ 농구하시구나~~요즘 여자 축구도 유행이쟎아요~그래서 저도 잔디구장 빌려서 지인들과 해본적이 있어요~ 재미는 있는데 구장 빌리는거며 많은 사람들 시간도 맞춰야하고.. 한달에 한두번 정도는 괜찮은거 같은데 자주 하는 운동으로는 다른걸 찾아보려구요^^ 단체운동이 쫌 그런면이 있기는 해요. 저희는  오래된 모임이라서 화요일로 날짜도 정해지고 경기장도 딱 예약이 되어있어서 그런 점은 괘안은데 시작단계인 모임들은 정착하기까지 힘들어 하더라구요.  추우니까 실내운동으로 찾아보셔요. 제법 오래 하셨네요! 재밌겠어요~~ 네네..저는 요즘 근력운동이 필요한것 같아서 헬스나 필라테스로 생각중이예요~혹시 해 본 적 있으세요? 운동에 관심이 있어서 이것저것 많이 해봤습니다. 둘 다 좋은 운동 같아요. 필라테스는 예쁜 근력운동으로 좋은 것 같아요.  네~ 추천 감사합니당~ 수영은 남자친구랑 같이 다녔었는데 다른건 같이 하려고 할지 모르겠네요 ㅎㅎ 남자친구분과 같이 하시려면 헬스가 나으려나요? 저희 남편은 운동을 안 좋아해서 저는 혼자 하거든요. ㅎㅎㅎ 그러게요~ 필라테스를 같이 하기에는..ㅎㅎ 함 물어봐야겠어요~ 곧 점심 시간이네요! 맛점하세요~~,정상,피싱,99.7%,X
"안녕하세요 저는 50대 여성입니다. 안녕하세요 저는 40대 여성입니다. 요즘 어떻게 지내시나요? 전   얼마전 노인심리상담가 자격증을 취득했어요~~~~ 우와 대단하세요~ 전문성이 느껴지네요~ 저는 신문기자로 일하고 있어요! 와  신문기자시라니 님이 더 전문성있는 직업을 가지셨네요~~ 전 자격증취득했더니 여유가 생겨 요즘 모든게 다 느긋해지고 있어요 멋지세요 그동안 공부하시느라 못누렸던 자유를 누리세요!  음악 장르는 어떤 걸 좋아하세요?저는 포크 음악을 좋아해요 전 발라드음악을 좋아해요 가사도 잘 들리고 따라 부를수 있는 곡들이요 과일은 어떤걸 좋아하시나요? 전 샤인머스캣 안먹는데 자꾸 선물이 들어와요 그 비싼걸! 제가 근처에 있었으면 받아가고 싶을 정도네요! 샤인머스켓 엄청 좋아해요~ 샤인머스켓 진짜 좋아하시는군요  다음에 또 들어오면 연락드릴게요~ 네 말씀만이라도 감사해요 취미로 운동 하시는거 있으세요? 저는 복싱 배우고 있는데 너무 재밌어요~ 근데 워밍업때 하는 줄넘기는 싫어해요 너무 지루합니다 딱히 취미로 하는 운동은 없지만 건강을 생각해서 만보하고 있어요~ 와 복싱 잼있을거 같아요 줄넘기는 이제 못하겠더라구요 그져 저도 하고나면 관절이 아파요~,, 하지만 꼭 시키는 워밍업 단계라서 어쩔 수가 없네요~ 전 관절이 안좋아서 뛰거나 하는 운동들은 무리거든요. 님도 무리되지 않게 살살하세요 넵 ~ 조언 감사드려요! 지금 출근 시간이라 정신없는데 나중에 연락드릴게요!",정상,피싱,99.9%,X
안녕하세요~~~~그간 별일없으셨죠? 복싱하고 계세요?  네네 별일 없습니다~ 퇴근하고 이제 저녁을 먹을까해요 저도  오늘은 향긋한 채소류 음식으로 저녁해먹을까 해요 가족들과 드시나요? 자녀들이 있다고 하셨나요? 네 가족들과 식사해요   나이가 드니까  옛날음식들이 맛있어요 ~^^ 그렇구나 가족들이 많아서 식사시간에 도란도란 분위기가 좋겠네요 저는 딩크족이라 남편과 단 둘이서만 생활해요~ 제 지인 두커플도  아이가 없는 딩크족이에요~~~ 한커플은  노력했는데  안돼고   한커플은 아직원하지 않고 있어요 그렇구나.. 저는 결혼 하기 전부터 아이를 낳지 않겠다고 말을 했었어요 남편도 거기에 동의해서 결혼하게 됐구요.. 생활하는게  여유로울거 같아요~ 애들이 학령기라  학교스케줄확인하고  움직여야 되거든요 맞아요 비교적 여유로운 편이기도 해요~ 그리고 누군가 한명은 희생을 해야하는데 그 희생하는 쪽은 거의 여자가 되다보니.. 더 딩크족으로 살겠다고 결심했던 것 같아요 지금은 아이들이 많이 커서 일상이 조금 자유롭긴 하지만 출산 안한분들은 체력도 어느정도  유지해서  더 젊어보이더라구요~ 임신을 하게되면 호르몬이 전체적으로 다 바뀐다고 하잖아요..~ 그 영향이 큰 것 같아요  네 맞아요~~ 임신때 관절뼈들이  약해지고   출산때 또 한번 약해져요 정말 엄청난 결심이 필요하네요 ... 정말 대단한 것 같아요 출산은 ~! 아이를  낳는것도  안낳는것도 둘다 굉장한 결정이 필요하긴하죠 두분만의  즐거운 인생라이프  부러우면서도  응원할게요~ 네 감사합니다~ 즐거운 저녁시간 되세요~~나중에 또 연락드릴게요 네~~~다음에  또 뵈어요~~~즐거운시간 되세요~,정상,피싱,99.9%,X
안녕하세요~~오늘도  날씨가 너무좋아요~~ 주말인데  오늘은 어디로 외출안하시나요 주말에 하루정도는 남편이랑 각자 시간을 보내서~ 오늘은 친구들이랑 놀러가기로 했어요~ 외출하시나요? 외출할려고 했는데  아이들이 나가기 귀찬아하네요 ㅡ.ㅡ 아 아이들이 오히려 나가기 귀찮아하나요?? ㅎㅎㅎ 보통 나가자고 조르지 않나요? 이상하게 어디나가기 귀찬아해서 같이   외출할려 준비하라고 닥달하느라 지쳐요 ㅜ.ㅜ 에구 어디 외출 가실때마다 고생이시네요 ㅠ 애들이 이제 점점 개인시간을 갖고 싶어하나봐요 각자 방에서 친구들과  게임하거나 통화하면서 노는걸 더 즐기더라구요 그래도 평소에 복작거리는 단란한 가족들을 보면 가끔 부럽기도 해요~ 저희 부부는 너무 조용하거든요 제 지인들은  자녀가 없는대신  부부가 같이 즐길수 있는 취미를 가지더라구요 그래서 즐겁게 취미활동하는거 보면 부러울때도 있어요 맞아요~ 저도 남편과 캠핑아니면 글램핑을 자주가요~ 가족단위로도 많이오더라구요 또 경제적인 부분도  더 여유있어서 부러운경우도 많았어요~ 네네 아무래도 돈 드는게 저희 둘 생활비만 드니까요.. 아무래도 교육비다 뭐다 만만치않죠? 교육비 의류 병원비 등등 많은부분을 차지하고 있어요~ 부담이 장난 아니시겠어요ㅠ 밤이 늦었네요 내일 다시 연락드려도 될까요? 네~~~벌써  밤늦은 시간이 되었네요~~편안한밤되세요~~,정상,피싱,100.0%,X
"오랫만이에요~~~어떻게 지내고 계셨나요~~ 잘 지내고 있었습니다~ 남편과 저녁 운동 나가려고 해여 저는  가족들과 저녁식사 끝내고  자유시간이에요~~^^ 자유시간이라니 너무 좋네요 ~ 주로 뭐하시면서 시간 보내시나요? 육아 퇴근이라고 하죠? 아이들이 커서  밥만주면 돼요~^^ 저 때만해요 육퇴란 말도 없었는데  말이죠~ 그나마 애들이 크면 수월하네요 ^^ 딩크족으로 살지만서도 ~ 아이들이 혼자 생활 할 정도가 되면 의지도 되고 친구처럼 지내기도 하니까 부럽기도 해요 네  ^^ 요즘은 좀 컸다고 각자 방에서 친구들과 게임하고 톡하면서 놀아요 덕분에 식사시간 끝나면 저도 자유시간을 즐기고 있어요~^^ 그렇군요~ 저는 반려묘는 키우고 있어요 ~ 정말 아이 키우는 거랑 비슷할 것 같은 느낌이네요 몇일전에  남편 휴가여서 단둘이 외출하고 식사하는데  아이들이  없으니 뭔가 허전하고 아쉽고  기분이 묘하더라구요~^^ 아무래도 그러시겠어요~ 근데 이미 저는 노산이고 ^^,, 딩크족의 삶을 계속 살 것 같네요  아이가 주는 행복도 있지만  자신만을 위한 충족한삶이 주는 행복도 있으니깐요~ 맞아요~ 둘이 열심히 살아보려구요..~ 반려묘도 소중하게 키우고 ^^~ 퇴근시간이 다가오고있네요 벌써 퇴근시간이군요~~~즐퇴하세요~~ 네~ 대화 즐거웠습니다 저녁 맛있게 드세요  네~~~즐거운 저녁시간 돼세요~~",정상,피싱,100.0%,X
"안녕하세요~ 저는 20대 여자예요 안녕하세요, 저는 40대 여성입니다. 만나서 반가워요  저는 요즘 건강을 위해서 산책을 자주해요~ 혹시 좋아하시는 운동 있으세요? 저는 2년전에 다리를 다쳐서 활동적인 운동은 하지 못해요. 간단하게 스트레칭 정도 합니다.  크게 다치셨나봐요~ 건강을 위해서라도 꾸준히 운동을 하셔야 겠네요~ 네, 그래서 실내에서 하는 할 수 있는일을 주로 해요.  타로점을 본다던가 TV다큐멘터리를 가끔 본다던가 등등  타로점이라니 정말 멋진 취미네요~ 저는 요즘 비올라연주를 배우고 있어요~ 오 비올라요?  바이올린중에서 가장 작은 사이즈 아닌가요?  멋지시네요 바이올린보다 조금 큰 악기예요~ 저도 배우는 단계라 아직은 서툴리지만 열심히 배우고 있어요~ 아 그렇군요. 바이올린보다 크군요.  잘 몰라서 하하 열심히 배우면 결실이 있겠죠 저는 요즘 위스키에 맛을 알아가는중이라 일주일에 서너번씩 위스키를 즐겨요~ 혹시 술도 좋아하세요? 네,  저도 친구들과 모임이 있을때 와인을 마셔요.  와인도 참 종류가 많더라구요~ 저는 아직 와인은 어려운거같아요~ 이제 곧 저녁인데 맛있는 식사 하세요! 네, 와인 천천히 알아가면되요. 즐거운 저녁시간 되세요",정상,피싱,99.8%,X
"벌써 시간이 이틀이나 흘렀네요. 잘 지내셨어요? 네 하루, 이틀은 그냥 후딱 지나가네요 요즘 연말이라 그런지 시간이 더 빨리가는거같아요 그쵸  아직 년말분위기는 없지만요.  맞아요~ 최근 사고로 분위기가 침체되어서 연말분위기는 없네요 그래서 저는 요즘 운동으로 기분전환하는중이에요~ 운동 좋아하세요 운동은 하고 싶은데 시간이 나질 않아요. 가벼운 스트레칭이나 요가는 관심이 있어요 요가 너무 좋은거 같더라구요~ 뭔가 정신도 맑아지는거같고~ 그렇죠? 별다른 운동기구가 필요한게 아니니까 집에서도 할 수 있을거 같아요 그렇겠어요~ 요즘 유튜브같은 영상도 많고 잘 되어있어서~ 혼자 배우기도 좋을거같네요~ 맞아요, 게으르지만 않으면되고, 머리로 생각하는걸 실천만 하면 되는데 쉽지 않네요.  맞는 말씀이네요~ 저도 매번 계획하지만 실천하기는어렵더라구요~ 혹시 운동경기 보는것도 좋아하세요? 저는 야구는 재미가 없더라구요 저는 보는것보다 직접하는게 좋아요.  요즘 골때리는그녀들...프로가 잼있긴하더라구요  저도 그거 재밌게 보고 있어요~ 그래서 풋볼장도 알아봤는데 인기가 많아서 자리가 없더라구요 ㅎㅎ 이제 곧 점심시간인데~ 점심 맛있게 드세요! 네~ 맛점하세요! 여자들도 풋볼에 관심을 많이 가지는거 같긴해요!",정상,피싱,99.8%,X
"안녕하세요~ 벌써 시간이 7주나 흘렀네요 ㅎㅎ 네 벌써 7주가 흘렀다니 믿겨지지 않아요. 이것저것  바쁘다보니 무엇에 홀린듯이 지나가버렸네요  저는 요즘 다이어트를 하려고 운동을 시작하려는데~ 추천하고 싶은 운동 있으신가요? 훌라후프는 어때요? 저는 이것도 괜찮을거 같아요 훌라후프 좋네요~ 집앞 골목에서 간단하게 하기 좋겠네요!! 맞아요 조용히 옥상에서도 괜찮을거 같아요 저희 옥상은 주인댁에서 이어져있어서 올라갈수가 없더라구요~ 그래도 가까운곳에 놀이터가 있어서 그것도 괜찮을거 같아요! @이름@님은 요즘 운동하시는거 있으세요? 제가 다리를 다친적이 있어서 스트레칭 같은거 하고 격한 운동은 못해요 그럼 요즘에도 스트레칭과 요가를 즐겨하시나요? 네.. 몸이 굳지 않을 정도로만 하고 있어요. 시간을 내서 운동하기가 쉽지 않거든요.  맞아요~ 운동하려면 참 부지런해야 하는거 같아요~  저도 비올라를 배우면서 운동까지 하려니 힘들더라구요~ 그쵸? 저도 그리생각해요. 취미도 운동도 의지가 있어야 하고 시간을 할애해야 할 수 있는거죠. 요즘같이 일에 치어사는 현대인들을 보면 저를 포함해서 너무 불쌍해요 맞아요~ 일을 해도 돈을 모을수도 없고, 근근히 사는데 취업도 너무 힘들어요ㅠ 말하고 보니 저는 취업 자소서 마저 쓰러 가야겠네요 네, 화이팅 하십시요. 저는  일하러 가야 겠어요. ",정상,피싱,100.0%,X
"자소서는 다 작성도 못했는데~ 벌써 시간이 4시간이나 흘렀네요 ㅎㅎ 그래요. 4시간이 벌써 지나갔네요 잠깐 바람도 쐬고 운동도 할겸해서 산책까지 다녀왔네요~ 네, 그러세요. 저는 잠깐이라도 시간내서 스트레칭 좀 해야겠어요. 최근에 프로야구 중계는 재밌게 보셨나요? 저는 야구동아리는 관심이 없는데 그래도 프로야구는 재밌더라구요 저는 딱히 야구도 관심이 없어요. 남동생이 스포츠를 좋아해서 동생이 보면 옆에서 잠깐잠깐 보는 정도 입니다.  저두요~ 식당에서 틀어줄때 보는정도예요~ 특히 친구가 야구부동아리를 하는데 전 관심이 안가더라구요~ 하하 저랑 비슷하시군요. 친구가 회사에서 산악동아리에 가입해서 한달에 한번 산행을 하는데, 저는 산을 타는것도 그리 좋아하지 않습니다.  저도 등산은 너무 힘들어요~ 안그래도 주말에 등산가자는거 거절하고 산책으로 변경했어요~ 산책하고 맛있는거 먹으려구요~ 이번주말에는 뭐하실 예정이세요? 이번주는  운동삼아 밀린 빨래 좀 해 볼까 합니다. 그리고 저녁에 주변 공원에 비치된 운동기구로  운동 좀 해보려구요.  요즘은 공원에 운동기구도 잘 되어 있더라구요~ 저도 가끔 즐겨해요~ 네 동네마다 공원에 잘 비치해놔서 꼭 우리동네가 아니더라도 한번씩 들러서 운동한답니다.  오늘도 건강을 위해서 운동겸 산책겸 다녀와야겠네요! 그래요. 저도 오늘은 퇴근하고 편한운동화로 갈아신고 걷기 좀 해야겠어요. 우리 다음에 얼마나 걸었는지 이야기해요... 오늘은 이만 일이 있어 나갑니다. ",정상,피싱,100.0%,X
"안녕하세요 저는 50대 여성입니다 안녕하세요, 저는 20대 여성입니다. 반가워요~저는 평상시 긍정적이고 매우 털털하거든요 님은 어떤 성향 이실까요? 넵, 반갑습니다! 저는 활발한 활동을 좋아하는 활기찬 성격인 것 같아요. 요즘에는 승마부 동아리에 참여해서 승마에 푹 빠져있어요. 어머 승마라니 멋지시다~그럼 어디에 거주하고 계세요? 저는 이천에 거주 하고 있어요 저는 천안에 거주하고 있어요. 저는 대학생인데, 제가 다니는 학교가 천안에 있어서요. 아아 대학생 분이시군요 젊음이 부럽네요~ 저는 가정주부예요 평상시 멜로 영화 보는 걸 좋아해서 영화 다시보기도 많이 한답니다 @이름1@님은 영화 좋아하시나요? 저는 공포영화를 좋아했는데, 지금은 무서워서 못 보겠어요. 영화 볼 때 주전부리를 드시는 편인가요? 저는 아이스 카푸치노를 좋아해서 항상 마시면서 영화를 봐요. 아하 카푸치노를 좋아하시는군요 저는 과일을 주로 먹으며 보는것 같아요 아 오렌지는 안먹어요 제 입에는 안 맞더라구요 오렌지를 안 좋아하시는군요. 그럼 좋아하는 음식은 어떻게 되시나요? 저는 한식 중식 분식 정말 좋아해요~특히 고기랑 면종류요! @이름1@님은요? 저는 한식을 엄청 좋아해요! 어머니가 한식 요리사시거든요, 어렸을 때부터 입맛이 이렇게 길러져왔어요.. 어머나 어머니가 한식 요리사시라구요? 너무 멋지시다  @이름1@님 저녁은 드셨나요? 저는 아직 저녁 전이라 식사 준비를 하러 가봐야 겠어요 저는 혈액형이 O형인데 O형 피가 모자르다고 문자가 와서 헌혈을 하러 가보려고요. 저녁은 그 다음에요! 나중에 또 봬요~ 네네 대화 즐거웠어요 또 뵐게요~",정상,피싱,99.5%,X
"37시간 만에 뵙네요~뭐하시고 계셨어요? 안녕하세요~ 3일만이에요. 저는 한국 민속의 이해라는 교양과목을 듣고 있어서 과제 공지를 읽어보고 있어요. 오 한국 민속이라 너무 좋네요 그러고 보면 요즘 시대에는 예전과는 다르게 전통놀이나 민속놀이를 즐기는 정도가 줄어든것 같아 안타까워요 맞아요. 저 어렸을 때만 하더라도 공원 또는 운동장에서 연 날리기를 하고 있는 친구들을 많이 봤었는데 이젠 안보여요. 어우 옛날 생각 나네요 맞아요 저도 우리 딸 어릴때만 해도 근처 에서 연날리기 하면서 즐겁게 시간을 보냈었는데 추억이네요 연 날리기도 재밌지만 부모님이랑 연 만드는 과정도 정말 즐거웠었어요.. 누구 연이 더 예쁜가 비교도 하고요. 하하 맞아요 그 과정이 참 재밌죠~저는 아주 한번씩이긴 하지만 명절때 가족들끼리 다 모이면 한번씩 제기차기 하면서 내기하고 놀아요~ 가족들 모두 제기차기의 고수가 되셨을 것 같은데요? 저는 항상 3번 차면 끝이에요..  어머 저랑 비슷하시네요~^^ 저도 1-3번 정도를 왔다 갔다 한답니다 저 빼고는 제 가족들 다들 제기 잘 차요 그럼 @이름2@님이 항상 지시는 거 아니에요? 슬픈데요.. 제 가족들은 모이면 주로 윷놀이를 해요. 와 윷놀이 정말 오랜만이네요~그런 놀이는 내기가 빠질수 없잖아요 내기도 걸고 하시나요? 여름에는 아이스크림 내기, 겨울에는 붕어빵 내기를 해요. 내기가 있어야 더 불타오르고 재밌어요. 어우 그럼요~ 내기가 있어야 재밌죠^^ 엇 저는 지금 친구가 전화좀 해달라고 문자와서 전화좀 해봐야 할것 같아요 네, 저도 한국 민속의 이해 과제를 수행하러 이만 가보겠습니다! 다음에 뵈어요~ 네네 또 뵐게요 오늘 즐거웠어요",정상,피싱,99.9%,X
"20시간만에 뵙네요~뭐하시고 계셨나요? 저는 오랜만에 공기를 꺼내서 공기놀이를 하고 있었어요. 엇 저 공기놀이 정말 좋아 했어요 학창 시절때 반에서 제가 공기를 잘 하는 편이여서 저만 왼손으로 해주곤 했거든요 왼손도 잘 다루시나봐요. 저는 왼손에 정말 젬병이에요.. 저도 오른손 잡이라서 왼손으로 그렇게 잘 하진 못했는데 괜한 자만감이였죠~요새도 공기를 파나요? 저는 거의 몇십년전에 했던 기억이 나요 네, 요새도 문방구에서 공기를 팔더라고요. 초등학교 때 공기놀이를 자유롭게 했었는데 전학을 간 학교에서는 공깃돌을 눈 보다 위로 던지면 안된다느니 여러 규칙이 많더라고요. 그래서 흥미를 잃었어요. 아~맞아요 지역마다 학교마다 공기놀이의 방식이 약간 달랐던것 같아요 저도 어느 순간부터 흥미를 잃었었네요 그거 말고도 운동장에서 사방치기 그려놓고 맨날 놀았었어요. 사방치기가 뭔가요? 제가 잘 모른것 같아요 검색해보니까 지역별로 이름이 참 다양하다고 해요. 흙바닥에 칸 나뉘어있는 그림 그리고 돌멩이 던져서 한 발로 뛰어가며 하는 놀이요! 아실 것 같아요. 아아 기억나는듯 해요 공기도 부산에서는 살구라고 하는것처럼 놀이도 지역별로 이름이 다양한것 같아요 부산에서는 살구라고 하나요? 처음 알았어요. 굉장히 맛스러운 이름이네요. 초등학교 때만해도 전통놀이를 되게 많이 했던 것 같아요. 닭싸움, 공기놀이, 연날리기, 딱지, 사방치기, 기마, 그네 등등 엄청 많네요. 네네 부산에서는 살구라고 칭해요 맞아요 전에는 체육대회때도 닭싸움 게임이 있었던 기억이 나요  예전 생각 많이 나네요~저는 @이름1@님과 이야길 나누다 보니 시간 가는줄 몰랐네요 밤이 늦어서 이만 잠자리에 들어야 할것 같아요@이름1@님은요? 저도 눈이 저절로 감기고 있어요. 자러 가봐야겠네요. @이름2@님 다음에 또 봬요! 얘기 즐거웠어요. 네네 다음에 또 대화 나눠요~^^",정상,피싱,99.6%,X
